_id,user_id,created_at,followers_count,friends_count,protected,location,verified,listed_count,favourites_count,statuses_count,default_profile,default_profile_picture,bot
AnarrestiName,1027173948285431808,Wed Aug 08 12:45:28 +0000 2018,4,12,0,1,0,1,0,331,0,0,1
deitygalaxy,973647568398962688,Tue Mar 13 19:50:44 +0000 2018,132,136,0,1,0,1,278,7306,0,0,1
alltheplanets,880411519221104640,Thu Jun 29 13:03:58 +0000 2017,22,8,0,1,0,1,0,3902,1,0,1
SkoolDetention,876083796411650049,Sat Jun 17 14:27:08 +0000 2017,2,0,0,0,0,0,0,718,1,0,1
poetranslator,862811732191965185,Thu May 11 23:28:42 +0000 2017,109,1,0,1,0,1,1,9328,0,0,1
emoji__polls,3369547257,Fri Jul 10 18:30:00 +0000 2015,469,2,0,1,0,1,5,29097,0,0,1
homevspublic,802579489058332672,Sat Nov 26 18:27:16 +0000 2016,2,0,0,0,0,0,0,3682,1,1,1
symmetric_curve,748917167006113792,Fri Jul 01 16:32:21 +0000 2016,332,3,0,1,0,1,0,6419,1,0,1
legitvgcheats,3300364029,Wed May 27 13:07:10 +0000 2015,30,1,0,0,0,0,0,3445,0,0,1
Smoothiebot,789905066769653761,Sat Oct 22 19:03:38 +0000 2016,34,114,0,0,0,0,2,2113,0,0,1
dailyasteri,800121246750883842,Sat Nov 19 23:39:05 +0000 2016,448,911,0,0,0,0,218,4569,1,0,1
bubble_bott,903742553010339841,Fri Sep 01 22:13:10 +0000 2017,6,0,0,1,0,1,0,3017,0,0,1
tiny_kepler,883314307492130817,Fri Jul 07 13:18:36 +0000 2017,4,1,0,1,0,1,0,3918,1,0,1
GalaxyGenerator,806442253585498112,Wed Dec 07 10:16:31 +0000 2016,38,1,0,0,0,0,0,7168,1,0,1
fake_find,1079755490580668416,Mon Dec 31 15:05:44 +0000 2018,17,1,0,0,0,0,0,7454,1,0,1
tamagotchi_img,2486522684,Sat May 10 03:08:37 +0000 2014,298,18,0,0,0,0,3,3556,0,0,1
Moondogbot,966639350581792768,Thu Feb 22 11:42:35 +0000 2018,2,0,0,1,0,1,1,3700,0,0,1
5adaybot,708794198099693568,Sat Mar 12 23:18:00 +0000 2016,12,0,0,0,0,0,0,28196,1,0,1
DailyPianoScale,926657935794634752,Sat Nov 04 03:50:43 +0000 2017,45,2,0,1,0,1,1,580,0,0,1
betteridge_bot,908692479431421953,Fri Sep 15 14:02:24 +0000 2017,19,277,0,0,0,0,0,380,0,0,1
HomeMoviesBot,992629592232837120,Sat May 05 04:58:31 +0000 2018,256,0,0,0,0,0,0,1405,1,0,1
CutePetsBmore,3280203050,Wed Jul 15 02:57:13 +0000 2015,183,2,0,1,0,1,70,6404,0,0,1
a_painting_bot,297806001,Fri May 13 04:26:10 +0000 2011,29,2,0,0,0,0,1,682,0,0,1
yourwindowbot,888215592611794945,Fri Jul 21 01:54:34 +0000 2017,15,2,0,1,0,1,0,5348,0,0,1
BotSpill,1032895705625419776,Fri Aug 24 07:41:41 +0000 2018,0,0,0,0,0,0,0,1459,1,0,1
gettophilosophy,935932808815697922,Wed Nov 29 18:05:45 +0000 2017,57,2,0,1,0,1,2,7915,0,0,1
palitra_color,4181648555,Fri Nov 13 21:39:54 +0000 2015,50675,1,0,0,0,0,2317,8535,0,0,1
patchslitt,902228795075284992,Mon Aug 28 17:58:02 +0000 2017,797,1,0,0,0,0,7,4864,1,0,1
alignment_bot,1113577200664629249,Wed Apr 03 23:01:08 +0000 2019,24,1,0,0,0,0,1,514,0,0,1
p0em_bot,1018985936988885000,Mon Jul 16 22:29:13 +0000 2018,32,1,0,0,0,0,3,8313,1,0,1
AuspiciousItems,896850130275532800,Sun Aug 13 21:45:08 +0000 2017,34,8,0,1,0,1,3,15722,0,0,1
PotterPapers,724677428669472769,Mon Apr 25 19:12:17 +0000 2016,728,1,0,1,0,1,10,4630,1,0,1
moon_rise_bot,822867823517200386,Sat Jan 21 18:05:52 +0000 2017,396,0,0,1,0,1,0,812,0,0,1
a_softer,1095187623482544130,Tue Feb 12 05:07:31 +0000 2019,120,0,0,0,0,0,0,646,0,0,1
MI6Archives,708848745367085056,Sun Mar 13 02:54:45 +0000 2016,36,4,0,1,0,1,2,11505,1,0,1
superclipartbot,731498500773543936,Sat May 14 14:56:47 +0000 2016,33,0,0,1,0,1,2,27093,1,0,1
trumptaxbot,828309732574298113,Sun Feb 05 18:30:04 +0000 2017,16,0,0,1,0,1,0,849,0,0,1
darndesttruisms,757804429357613056,Tue Jul 26 05:07:10 +0000 2016,382,1,0,0,0,0,0,4187,1,0,1
LibraryH,998703686086881283,Mon May 21 23:14:48 +0000 2018,1,0,0,1,0,1,0,3019,1,0,1
haikuthegibson,3730020912,Tue Sep 29 22:01:10 +0000 2015,74,4,0,1,0,1,12,5023,0,0,1
infinite_zodiac,941913881437290497,Sat Dec 16 06:12:24 +0000 2017,79,1,0,0,0,0,3,1403,0,0,1
sunrisebot,708938088018481152,Sun Mar 13 08:49:46 +0000 2016,194,1,0,0,0,0,15,26465,1,0,1
corrupt_memory,875041798091030528,Wed Jun 14 17:26:36 +0000 2017,16,2,0,0,0,0,0,5738,0,0,1
glas_veil,2697486960,Fri Aug 01 06:32:53 +0000 2014,207,1,0,1,0,1,2,1340,0,0,1
LionelIpsum,1002343960147300352,Fri Jun 01 00:19:57 +0000 2018,4,6,0,0,0,0,82,7790,1,0,1
EmojiGenderBot,1019347302207586304,Tue Jul 17 22:25:10 +0000 2018,84,0,0,0,0,0,12,629,1,0,1
FPAdventuresBot,983833196092674048,Tue Apr 10 22:24:47 +0000 2018,110,1,0,0,0,0,0,1638,1,0,1
tiny_bus_stop,701470099090358276,Sun Feb 21 18:14:39 +0000 2016,2115,45,0,0,0,0,1,4768,1,0,1
DoSomethingBot,824365984265945098,Wed Jan 25 21:19:01 +0000 2017,53,38,0,1,0,1,6,3611,0,0,1
rfcdujour,3976196781,Sat Oct 17 02:06:58 +0000 2015,1052,3715,0,1,0,1,38,1849,0,0,1
SinebrychoffBot,2782795854,Sun Aug 31 19:53:09 +0000 2014,132,46,0,1,0,1,0,5552,1,0,1
BotReylo,878681247643561988,Sat Jun 24 18:28:29 +0000 2017,81,0,0,0,0,0,23,33047,0,0,1
forestgen,839510308368547840,Wed Mar 08 16:17:09 +0000 2017,35,1,0,1,0,1,0,936,0,0,1
___graveyard,3293810833,Sat Jul 25 22:34:00 +0000 2015,41,4,0,0,0,0,0,111157,0,0,1
BikeDTLABot,873756899048431616,Sun Jun 11 04:20:53 +0000 2017,23,20,0,1,0,1,13,2411,0,0,1
i_luv_recipes,3357708868,Fri Jul 03 22:54:05 +0000 2015,137,0,0,0,0,0,1,4115,0,0,1
BotBaum,879035984758919171,Sun Jun 25 17:58:05 +0000 2017,33,0,0,0,0,0,7,8491,0,0,1
pata_amiga,417105600,Sun Nov 20 14:46:24 +0000 2011,37,61,0,1,0,1,14,424,0,0,1
TwinPeaksBot,823346733367193600,Mon Jan 23 01:48:53 +0000 2017,243,29,0,1,0,1,17,1577,1,0,1
yearProgressHeb,1099727648471871490,Sun Feb 24 17:47:58 +0000 2019,1,2,0,0,0,0,0,25,1,0,1
BRTLSTvsTRNGLFY,901140630990196738,Fri Aug 25 17:54:03 +0000 2017,44,1,0,0,0,0,2,15290,1,0,1
gimmeapc,867112375408889856,Tue May 23 20:17:55 +0000 2017,1045,80,0,1,0,1,174,10078,0,0,1
ReadMeLikeABot,1060455505683009536,Thu Nov 08 08:54:29 +0000 2018,111,21,0,1,0,1,20,3424,1,0,1
BotMondrian,1056941019462336513,Mon Oct 29 16:09:10 +0000 2018,43,3,0,0,0,0,4,891,1,0,1
WikihowDreams,907841910852681728,Wed Sep 13 05:42:33 +0000 2017,783,1,0,0,0,0,0,15011,1,0,1
happy_botday,731842769724026885,Sun May 15 13:44:48 +0000 2016,159,46,0,0,0,0,1,9558,1,0,1
tinygeom,969125020269268992,Thu Mar 01 08:19:45 +0000 2018,64,6,0,1,0,1,1,912,1,0,1
dayofweek_bot,4217071294,Wed Nov 18 09:55:39 +0000 2015,12,1,0,0,0,0,0,1065,1,0,1
selfportraitexe,781568006451105792,Thu Sep 29 18:55:08 +0000 2016,62,0,0,1,0,1,0,981,1,0,1
metropologeny,908035119293886464,Wed Sep 13 18:30:17 +0000 2017,4180,3,0,0,0,0,1,14547,0,0,1
Littlelandscap2,979056531508482048,Wed Mar 28 18:04:01 +0000 2018,8,1,0,0,0,0,0,846,1,0,1
weight_not_want,987576114011885570,Sat Apr 21 06:17:48 +0000 2018,4,0,0,0,0,0,0,18,1,0,1
MuseumGenerator,977870673195479040,Sun Mar 25 11:31:51 +0000 2018,3424,1,0,0,0,0,3,1700,0,0,1
GenerateACat,2513859613,Wed May 21 22:30:04 +0000 2014,2371,6,0,0,0,0,0,11889,1,0,1
IedereenKevin,774782471703494656,Sun Sep 11 01:31:51 +0000 2016,26,1,0,0,0,0,0,2400,0,0,1
AwfulEmoji,794513135243759617,Fri Nov 04 12:14:27 +0000 2016,33,0,0,0,0,0,0,7503,0,0,1
JSLibGenerator,897157404760125444,Mon Aug 14 18:06:08 +0000 2017,193,1,0,0,0,0,0,5613,1,0,1
dynamicportrai1,1044520167173214208,Tue Sep 25 09:33:08 +0000 2018,2,13,0,1,0,1,0,11743,0,0,1
happyendingbot,910132058709725184,Tue Sep 19 13:22:47 +0000 2017,140,2,0,0,0,0,4,1224,0,0,1
ASCIIGalaxy,980223140574806017,Sat Mar 31 23:19:43 +0000 2018,20,1,0,0,0,0,0,575,0,0,1
ItIsYourData,717833223066238977,Wed Apr 06 21:55:51 +0000 2016,91,1,0,1,0,1,0,9074,1,0,1
assortedfiles,4165861634,Sun Nov 08 07:37:25 +0000 2015,153,2,0,1,0,1,15,31212,0,0,1
autoarspoetica,814709364665843717,Fri Dec 30 05:47:03 +0000 2016,18,1,0,0,0,0,0,3964,0,0,1
emojiatlas,703220164305788928,Fri Feb 26 14:08:47 +0000 2016,1223,2,0,0,0,0,0,28441,1,0,1
HaikuNewsBot,883696210200190976,Sat Jul 08 14:36:09 +0000 2017,20,1,0,1,0,1,0,14160,0,0,1
emojitoemoji,3299611091,Tue May 26 18:23:01 +0000 2015,90,1,0,0,0,0,0,11534,0,0,1
fishyglyph,761310873088581633,Thu Aug 04 21:20:31 +0000 2016,58,119,0,0,0,0,80,1063,0,0,1
space_stories,3352995195,Wed Jul 01 11:04:09 +0000 2015,981,49,0,1,0,1,90,5841,1,0,1
50hexofgrey,862664931174477825,Thu May 11 13:45:21 +0000 2017,10,0,0,0,0,0,0,752,1,0,1
everyarabicword,1616046954,Tue Jul 23 20:44:26 +0000 2013,80039,4,0,0,0,0,1,50649,0,0,1
shakyinsultbot,885441394973835264,Thu Jul 13 10:10:54 +0000 2017,37,0,0,0,0,0,0,5310,1,0,1
porcadapalabra,2540754536,Mon Jun 02 04:40:39 +0000 2014,1786,7,0,0,0,0,1,84541,0,0,1
bot_ideas,3905389063,Thu Oct 15 18:16:13 +0000 2015,466,0,0,0,0,0,12,16354,0,0,1
paintergoblin,868614565604376576,Sat May 27 23:47:05 +0000 2017,420,1628,0,1,0,1,517,4349,0,0,1
dailyglacier,911171572626534400,Fri Sep 22 10:13:26 +0000 2017,1142,149,0,1,0,1,246,1288,0,0,1
EveryFinnishNo,2831214083,Wed Oct 15 07:01:27 +0000 2014,196,0,0,1,0,1,0,2069158,0,0,1
all_in_cards,3376432899,Tue Jul 14 22:01:21 +0000 2015,342,1,0,0,0,0,2,13049,0,0,1
StoryPremiseBot,925788895295492096,Wed Nov 01 18:17:27 +0000 2017,62,0,0,1,0,1,0,11427,0,0,1
lovetheseas,3885696215,Wed Oct 07 01:37:08 +0000 2015,169,5,0,1,0,1,1,2782,1,0,1
needsref,4041359188,Sun Oct 25 20:18:52 +0000 2015,589,0,0,0,0,0,0,3305,1,0,1
LinkArchiver,883079678906572806,Thu Jul 06 21:46:17 +0000 2017,6857,7805,0,0,0,0,2,405,1,0,1
buoypix,3957192304,Wed Oct 14 15:56:54 +0000 2015,195,1,0,1,0,1,1,5013,0,0,1
furniture_gen,1069375476622344192,Sun Dec 02 23:39:16 +0000 2018,24,1,0,0,0,0,0,1010,0,0,1
LetsPlayTrivia,1088222072944377861,Wed Jan 23 23:48:55 +0000 2019,99,86,0,1,0,1,27,6060,0,0,1
tinypoemgen,714131965318828032,Sun Mar 27 16:48:23 +0000 2016,47,0,0,0,0,0,0,34706,0,0,1
arrrrdoubloons,909995616109023233,Tue Sep 19 04:20:36 +0000 2017,2,2,0,1,0,1,0,9322,1,0,1
DumbHolidays,977195233610956800,Fri Mar 23 14:47:53 +0000 2018,4,0,0,1,0,1,0,883,0,0,1
nixibot,2327639124,Tue Feb 04 20:07:23 +0000 2014,266,44,0,0,0,0,1,17176,0,0,1
endingsummary,2521612514,Sat May 24 23:51:52 +0000 2014,1068,5,0,0,0,0,0,3170,0,0,1
costumebot,924991637041958912,Mon Oct 30 13:29:26 +0000 2017,17,34,0,0,0,0,0,776,0,0,1
tiny_mssn_ctrl,794370478693433344,Fri Nov 04 02:47:35 +0000 2016,3789,1,0,0,0,0,1,7242,1,0,1
thetinySAURS,911664210614083584,Sat Sep 23 18:51:00 +0000 2017,159,3,0,0,0,0,23,576,0,0,1
shakethatbrass2,4518999021,Fri Dec 18 00:10:10 +0000 2015,7,6,0,0,0,0,1,1306,1,0,1
soundesignquery,959045975821160448,Thu Feb 01 12:49:13 +0000 2018,25,0,0,0,0,0,0,3845,0,0,1
personaIitea,884041170351001601,Sun Jul 09 13:26:54 +0000 2017,271,2,0,0,0,0,9,2776,0,0,1
wavy_bgs,1004613106796859392,Thu Jun 07 06:36:44 +0000 2018,325,1,0,1,0,1,2,1503,1,0,1
pls_take_breaks,3901064081,Thu Oct 08 16:36:11 +0000 2015,558,4,0,1,0,1,38,10441,1,0,1
sleeps_xmas,793595267870289920,Tue Nov 01 23:27:10 +0000 2016,7,0,0,0,0,0,0,939,1,0,1
DailyDesiderata,873611080639160320,Sat Jun 10 18:41:27 +0000 2017,15,20,0,1,0,1,39,678,0,0,1
okay_campers,922095066,Sat Nov 03 00:37:28 +0000 2012,4,0,0,1,0,1,0,397,1,0,1
ANWarriorBot,1081252104742756352,Fri Jan 04 18:12:45 +0000 2019,17,0,0,0,0,0,1,389,1,0,1
PatternRandom,1083574886071762944,Fri Jan 11 04:02:39 +0000 2019,43,2,0,0,0,0,0,2897,1,0,1
trumpbans,828743942380384256,Mon Feb 06 23:15:28 +0000 2017,2,0,0,1,0,1,0,881,1,0,1
AndromedaBot,2990633947,Tue Jan 20 03:42:02 +0000 2015,6324,0,0,0,0,0,0,37958,0,0,1
starnearyou,2873849441,Wed Nov 12 15:26:16 +0000 2014,108,1,0,1,0,1,0,3507,0,0,1
thelockbot,908900120934133761,Sat Sep 16 03:47:30 +0000 2017,17,0,0,0,0,0,0,1272,1,0,1
spiraesthetic,714080836916756481,Sun Mar 27 13:25:13 +0000 2016,175,1,0,0,0,0,0,7017,1,0,1
TinyCrossword,2878888502,Mon Oct 27 01:14:02 +0000 2014,161,1,0,0,0,0,0,3178,1,0,1
hometapingkills,913903898854871041,Fri Sep 29 23:10:43 +0000 2017,7,0,0,0,0,0,0,14522,1,0,1
paintingwmusic,906038791697289216,Fri Sep 08 06:17:36 +0000 2017,67,0,0,0,0,0,0,343,0,0,1
RedwallFeasts,1093183092049760256,Wed Feb 06 16:22:14 +0000 2019,1445,0,0,1,0,1,0,249,0,0,1
headsandwings,749664459321466880,Sun Jul 03 18:01:50 +0000 2016,25,9,0,1,0,1,0,51024,0,0,1
saysthekremlin,4889216037,Mon Feb 08 18:27:27 +0000 2016,64,0,0,1,0,1,1,7850,0,0,1
diehard_1988,1038892795975614466,Sun Sep 09 20:51:59 +0000 2018,7,0,0,1,0,1,2,25546,1,0,1
BotZodiac,1096369890234122241,Fri Feb 15 11:25:26 +0000 2019,13,2,0,1,0,1,0,109,0,0,1
allTheTyping,809090202371325952,Wed Dec 14 17:38:31 +0000 2016,95,2,0,1,0,1,1,31921,1,0,1
coldteabot,793930743667908613,Wed Nov 02 21:40:14 +0000 2016,22,0,0,0,0,0,2,7438,1,0,1
openbenches,884702335552937984,Tue Jul 11 09:14:08 +0000 2017,529,552,0,0,0,0,129,11452,0,0,1
an_entire_movie,865796799172407296,Sat May 20 05:10:17 +0000 2017,11,0,0,0,0,0,0,668,1,0,1
joinmycause,962614275343900673,Sun Feb 11 09:08:22 +0000 2018,9,1,0,1,0,1,1,765,1,0,1
Deutsch_Falsch,3892750959,Wed Oct 07 19:40:27 +0000 2015,199,0,0,0,0,0,0,16132,1,0,1
TonightWeBot,735640767750930433,Thu May 26 01:16:41 +0000 2016,30,2,0,1,0,1,0,8714,0,0,1
osxthemes,978126616202117120,Mon Mar 26 04:28:52 +0000 2018,191,0,0,0,0,0,10,5296,1,0,1
ActSciBot,856940210705362944,Tue Apr 25 18:37:22 +0000 2017,12,1,0,0,0,0,0,18603,1,0,1
Emojiforest,804620920119771136,Fri Dec 02 09:39:11 +0000 2016,209,1,0,1,0,1,115,8438,0,0,1
DayFingrAuslan,4742568924,Mon Jan 11 09:57:50 +0000 2016,80,1,0,1,0,1,1,1215,1,0,1
greatartbot,2216213125,Tue Nov 26 19:00:04 +0000 2013,4793,0,0,0,0,0,0,6818,0,0,1
graphmosphere,735851945865404416,Thu May 26 15:15:50 +0000 2016,35,1,0,1,0,1,5,44294,0,0,1
infinitedeserts,3226543356,Mon May 25 22:27:56 +0000 2015,12334,102,0,1,0,1,86,9523,0,0,1
softlandscapes,703005412610678784,Thu Feb 25 23:55:26 +0000 2016,20916,1,0,0,0,0,0,4829,0,0,1
365sparkles,4690010330,Fri Jan 01 15:11:40 +0000 2016,55,0,0,1,0,1,1,488,0,0,1
glitch80bot,1020857489569566720,Sun Jul 22 02:26:06 +0000 2018,260,0,0,1,0,1,3372,1265,1,0,1
SmoothUnicode,1917328862,Sun Sep 29 14:52:56 +0000 2013,674,1,0,1,0,1,0,45028,1,0,1
fearwantbot,1047560686489014273,Wed Oct 03 18:55:05 +0000 2018,17,0,0,1,0,1,19,5844,0,0,1
pomological,3219645732,Mon May 18 20:00:20 +0000 2015,15301,5,0,0,0,0,299,10240,1,0,1
botcocktails,1005241624161652736,Sat Jun 09 00:14:14 +0000 2018,435,21,0,1,0,1,360,1698,0,0,1
OrbitOrbot,935758766066331648,Wed Nov 29 06:34:10 +0000 2017,7,0,0,0,0,0,0,2247,1,0,1
FrontPageBot,3286544840,Tue Jul 21 13:51:02 +0000 2015,32,0,0,0,0,0,0,1126,0,0,1
minimazesolver,845125396714610690,Fri Mar 24 04:09:31 +0000 2017,72,0,0,0,0,0,2,3164,0,0,1
CheapBits,798291670475231232,Mon Nov 14 22:29:00 +0000 2016,23,1,0,1,0,1,0,3690,1,0,1
spaceoverlord,852039978569801729,Wed Apr 12 06:05:35 +0000 2017,22,1,0,1,0,1,0,3262,0,0,1
goldenhourSEA,967502824333393920,Sat Feb 24 20:53:43 +0000 2018,1744,8,0,1,0,1,211,483,0,0,1
birdbot4,969284050178453506,Thu Mar 01 18:51:40 +0000 2018,60,2,0,0,0,0,0,1843,1,0,1
FOIAFeed,976496018895310848,Wed Mar 21 16:29:28 +0000 2018,6723,1,0,1,1,1,0,1719,0,0,1
some_new_cities,876135649727873024,Sat Jun 17 17:53:11 +0000 2017,516,1,0,1,0,1,4,2058,0,0,1
ImprovChallenge,783819741127446528,Thu Oct 06 00:02:43 +0000 2016,68,114,0,0,0,0,443,942,0,0,1
11_11_bot,4002930083,Tue Oct 20 15:33:37 +0000 2015,60,2,0,1,0,1,1,2619,1,0,1
MMecharin,3609624197,Thu Sep 10 13:20:21 +0000 2015,71,2,0,1,0,1,0,61156,1,0,1
corporabrackets,4874838393,Wed Feb 03 21:02:00 +0000 2016,116,2,0,0,0,0,0,1321,1,0,1
Slam140,3238422218,Sun Jun 07 02:59:12 +0000 2015,1829,2447,0,1,0,1,19289,17985,0,0,1
thehoroscopebot,889859060048252928,Tue Jul 25 14:45:07 +0000 2017,85,4,0,1,0,1,409,16154,0,0,1
gallet_city,975628593568022528,Mon Mar 19 07:02:37 +0000 2018,110,0,0,0,0,0,0,3412,1,0,1
BotSchmot,2870426806,Mon Nov 10 10:54:58 +0000 2014,196,47,0,1,0,1,3,28096,0,0,1
happyhappydb,958090218921279488,Mon Jan 29 21:31:23 +0000 2018,384,1,0,0,0,0,1,493,1,0,1
megacities1,1107378463114227712,Sun Mar 17 20:29:34 +0000 2019,5,0,0,0,0,0,1,349,1,0,1
winthroplaundry,1069875231924338688,Tue Dec 04 08:45:07 +0000 2018,2,1,0,1,0,1,0,11078,0,0,1
BracketMemeBot,978879850856505345,Wed Mar 28 06:21:57 +0000 2018,1171,1,0,0,0,0,7,9255,1,0,1
DRyderNicknames,996440034290094081,Tue May 15 17:19:51 +0000 2018,12,12,0,1,0,1,0,1033,0,0,1
HiRISEBot,4438807636,Thu Dec 10 15:20:25 +0000 2015,1347,2,0,1,0,1,0,30071,0,0,1
texasflags,896898553985064961,Mon Aug 14 00:57:33 +0000 2017,6,3,0,1,0,1,145,2623,1,0,1
godtributes,2566358196,Sat Jun 14 03:37:41 +0000 2014,27038,10776,0,1,0,1,0,1768111,0,0,1
rightnowbbcr1,990623965,Wed Dec 05 10:07:40 +0000 2012,153,13,0,1,0,1,0,610840,1,0,1
botshopecash,859012626487009280,Mon May 01 11:52:24 +0000 2017,29,0,0,1,0,1,6,2974,0,0,1
mass_shoot_bot,4418748136,Tue Dec 08 19:10:04 +0000 2015,192,46,0,1,0,1,0,824,0,0,1
ManyShirts,802014959106400256,Fri Nov 25 05:04:01 +0000 2016,23,0,0,0,0,0,2,7335,1,0,1
bon_appetiny,4588875447,Thu Dec 24 11:59:03 +0000 2015,1829,1,0,1,0,1,0,5011,1,0,1
start_this_up,912104726770049025,Mon Sep 25 00:01:27 +0000 2017,94,12,0,1,0,1,0,8026,0,0,1
botdoesnot,940014388970373120,Mon Dec 11 00:24:29 +0000 2017,7,0,0,1,0,1,0,2151,1,0,1
ThesaurusGame,20959226,Mon Feb 16 03:21:00 +0000 2009,2883,3934,0,0,0,0,0,169717,1,0,1
unchartedatlas,702210829966516225,Tue Feb 23 19:18:03 +0000 2016,15794,4,0,0,0,0,0,28355,1,0,1
JeuDuDicoBot,864532106336235521,Tue May 16 17:24:51 +0000 2017,700,1,0,1,0,1,2,2180,0,0,1
CityDescriber,906606599094935552,Sat Sep 09 19:53:51 +0000 2017,4463,1,0,0,0,0,0,1846,1,0,1
InstallingJava,987218775303835648,Fri Apr 20 06:37:52 +0000 2018,5,1,0,0,0,0,0,4374,1,0,1
tinyspires,798042945374949376,Mon Nov 14 06:00:39 +0000 2016,2170,0,0,0,0,0,43,7017,0,0,1
licensemee,4122247827,Thu Nov 05 21:49:37 +0000 2015,24,5,0,0,0,0,0,14969,0,0,1
trendingpalette,1056301519455301632,Sat Oct 27 21:48:02 +0000 2018,16,0,0,0,0,0,1,399,1,1,1
FlagsFalse,1031621147782205440,Mon Aug 20 19:17:03 +0000 2018,11,5,0,1,0,1,0,4323,1,0,1
dungeon_junk,3305536529,Mon Jun 01 12:19:25 +0000 2015,2599,120,0,1,0,1,622,4355,1,0,1
thereisnoiin,4919025952,Tue Feb 16 10:57:30 +0000 2016,54,3,0,0,0,0,2,7270,0,0,1
BowBowoof,738330734310522880,Thu Jun 02 11:25:39 +0000 2016,136,128,0,1,0,1,366,6594,0,0,1
EmojiLoveBot,807562414380249088,Sat Dec 10 12:27:38 +0000 2016,57,162,0,1,0,1,64,10543,0,0,1
GOT_a_theory,888416710881103873,Fri Jul 21 15:13:44 +0000 2017,8,0,0,1,0,1,0,2736,1,0,1
happymoonbot,799247194121502720,Thu Nov 17 13:45:55 +0000 2016,24,2,0,0,0,0,0,21801,0,0,1
AntipodeBot,867295236904464384,Wed May 24 08:24:32 +0000 2017,47,1,0,1,0,1,4,3113,1,0,1
bankedits,836897939461144577,Wed Mar 01 11:16:32 +0000 2017,1465,39,0,0,0,0,19,13517,0,0,1
WhyBeBot,882762258157371392,Thu Jul 06 00:44:58 +0000 2017,36,0,0,0,0,0,52,33507,1,0,1
nhcbot,3836777681,Thu Oct 01 20:57:43 +0000 2015,97,2,0,0,0,0,1,1904,1,0,1
Y_Under_YBot,936679824017440768,Fri Dec 01 19:34:07 +0000 2017,22,1,0,0,0,0,0,23396,1,0,1
Emojimuseet,918073104915746817,Wed Oct 11 11:17:39 +0000 2017,125,2,0,0,0,0,14,1657,0,0,1
GameDesignXpert,912277178343149570,Mon Sep 25 11:26:43 +0000 2017,84,3,0,1,0,1,6,7359,1,0,1
autoRNG,1447948944,Wed May 22 04:43:01 +0000 2013,35,50,0,0,0,0,3,45330,0,0,1
astrology_bot,981755559195086848,Thu Apr 05 04:49:00 +0000 2018,36,2,0,1,0,1,0,813,0,0,1
everylotnyc,4531666948,Sat Dec 19 04:07:23 +0000 2015,2476,4,0,1,0,1,19,90351,0,0,1
Sunlight_Bot,1118951206448181248,Thu Apr 18 18:55:31 +0000 2019,5,0,0,1,0,1,0,270,0,0,1
ebooks_goetia,4638992359,Wed Dec 23 19:22:18 +0000 2015,6650,5,0,0,0,0,0,4961,0,0,1
256farben,824443952983977984,Thu Jan 26 02:28:50 +0000 2017,102,3,0,0,0,0,0,809,1,0,1
PrettyBirdsBot,854803551247269888,Wed Apr 19 21:07:02 +0000 2017,75,1,0,1,0,1,0,4523,1,0,1
earthin24,873057024740777985,Fri Jun 09 05:59:50 +0000 2017,279,1,0,0,0,0,0,1264,1,0,1
tinyskylines,772315241212325888,Sun Sep 04 06:07:57 +0000 2016,225,0,0,0,0,0,2,1009,1,0,1
kramer_v_trump,881688089164259328,Mon Jul 03 01:36:36 +0000 2017,18,63,0,0,0,0,7,483,1,0,1
BotEquippedWith,848131286526959617,Sat Apr 01 11:13:51 +0000 2017,12632,0,0,0,0,0,0,19042,1,0,1
thedoomclock,940176812692340736,Mon Dec 11 11:09:54 +0000 2017,1408,1,0,0,0,0,3,2166,0,0,1
emojiUSA,746764686000033792,Sat Jun 25 17:59:10 +0000 2016,18,1,0,0,0,0,0,8473,1,0,1
particlemanbot,709095415401021440,Sun Mar 13 19:14:56 +0000 2016,12,0,0,0,0,0,0,9355,1,0,1
ruestungshaul,792036071819403264,Fri Oct 28 16:11:29 +0000 2016,58,203,0,1,0,1,0,1915,0,0,1
LikeBotLove,883418382988718082,Fri Jul 07 20:12:10 +0000 2017,16,0,0,0,0,0,16,16689,1,1,1
winampskins,932049341862240256,Sun Nov 19 00:54:14 +0000 2017,2426,2,0,1,0,1,250,1205,1,0,1
xenolexica,876627031030738944,Mon Jun 19 02:25:45 +0000 2017,22,3,0,1,0,1,1,17239,0,0,1
bot_the_dickens,747051374404206592,Sun Jun 26 12:58:22 +0000 2016,40,0,0,0,0,0,1,9021,0,0,1
vexilloherald,879263611100815360,Mon Jun 26 09:02:35 +0000 2017,20,0,0,0,0,0,0,1673,0,0,1
_OutToSea_,831578789654192129,Tue Feb 14 19:00:08 +0000 2017,715,24,0,1,0,1,7,3345,0,0,1
oliviataters,2216299843,Tue Nov 26 19:50:33 +0000 2013,6543,5164,0,0,0,0,92588,60721,1,0,1
TorfsBot,772264497453170688,Sun Sep 04 02:46:18 +0000 2016,865,2,0,1,0,1,0,8919,1,0,1
on_this_day_bot,4185208692,Tue Nov 10 01:45:53 +0000 2015,84,1,0,1,0,1,0,947,0,0,1
FoleyArtists,3254282218,Thu May 14 16:45:44 +0000 2015,1400,6,0,0,0,0,0,1472,1,0,1
folkloricbot,1030875249691303938,Sat Aug 18 17:53:07 +0000 2018,28,0,0,0,0,0,0,574,0,0,1
